"","Time","sample","value","strain","replicate","media","background"
"1354",285,"F10",0.49139513,"wild-type (supplemented)","1","Met (+)","wt"
"1355",285,"F11",0.43639513,"wild-type (supplemented)","2","Met (+)","wt"
"1356",285,"F12",0.62739513,"wild-type (supplemented)","3","Met (+)","wt"
"1357",285,"G1",0.59939513,"overproducer ∆metJ","1","Met (-)","mutant"
"1358",285,"G2",0.44139513,"overproducer ∆metJ","2","Met (-)","mutant"
"1359",285,"G3",0.45239513,"overproducer ∆metJ","3","Met (-)","mutant"
"1360",285,"G4",0.41939513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1361",285,"G5",0.33639513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1362",285,"G6",0.42739513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1363",285,"G7",0.66839513,"auxotroph ∆metB","1","Met (+)","mutant"
"1364",285,"G8",0.44739513,"auxotroph ∆metB","2","Met (+)","mutant"
"1365",285,"G9",0.66439513,"auxotroph ∆metB","3","Met (+)","mutant"
"1366",285,"G10",0.46039513,"wild-type (supplemented)","1","Met (+)","wt"
"1367",285,"G11",0.43839513,"wild-type (supplemented)","2","Met (+)","wt"
"1368",285,"G12",0.60639513,"wild-type (supplemented)","3","Met (+)","wt"
"1369",300,"B1",0.59839513,"overproducer ∆metJ","1","Met (-)","mutant"
"1370",300,"B2",0.42439513,"overproducer ∆metJ","2","Met (-)","mutant"
"1371",300,"B3",0.48339513,"overproducer ∆metJ","3","Met (-)","mutant"
"1372",300,"B4",0.56839513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1373",300,"B5",0.51139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1374",300,"B6",0.54939513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1375",300,"B7",0.74239513,"auxotroph ∆metB","1","Met (+)","mutant"
"1376",300,"B8",0.63039513,"auxotroph ∆metB","2","Met (+)","mutant"
"1377",300,"B9",0.75139513,"auxotroph ∆metB","3","Met (+)","mutant"
"1378",300,"B10",0.60339513,"wild-type (supplemented)","1","Met (+)","wt"
"1379",300,"B11",0.43139513,"wild-type (supplemented)","2","Met (+)","wt"
"1380",300,"B12",0.64639513,"wild-type (supplemented)","3","Met (+)","wt"
"1381",300,"C1",0.52239513,"overproducer ∆metJ","1","Met (-)","mutant"
"1382",300,"C2",0.45739513,"overproducer ∆metJ","2","Met (-)","mutant"
"1383",300,"C3",0.47539513,"overproducer ∆metJ","3","Met (-)","mutant"
"1384",300,"C4",0.54039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1385",300,"C5",0.41339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1386",300,"C6",0.59639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1387",300,"C7",0.74439513,"auxotroph ∆metB","1","Met (+)","mutant"
"1388",300,"C8",0.58939513,"auxotroph ∆metB","2","Met (+)","mutant"
"1389",300,"C9",0.74039513,"auxotroph ∆metB","3","Met (+)","mutant"
"1390",300,"C10",0.57739513,"wild-type (supplemented)","1","Met (+)","wt"
"1391",300,"C11",0.43439513,"wild-type (supplemented)","2","Met (+)","wt"
"1392",300,"C12",0.62439513,"wild-type (supplemented)","3","Met (+)","wt"
"1393",300,"D1",0.45539513,"overproducer ∆metJ","1","Met (-)","mutant"
"1394",300,"D2",0.50039513,"overproducer ∆metJ","2","Met (-)","mutant"
"1395",300,"D3",0.44139513,"overproducer ∆metJ","3","Met (-)","mutant"
"1396",300,"D4",0.49139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1397",300,"D5",0.38539513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1398",300,"D6",0.50139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1399",300,"D7",0.73739513,"auxotroph ∆metB","1","Met (+)","mutant"
"1400",300,"D8",0.49539513,"auxotroph ∆metB","2","Met (+)","mutant"
"1401",300,"D9",0.70339513,"auxotroph ∆metB","3","Met (+)","mutant"
"1402",300,"D10",0.51339513,"wild-type (supplemented)","1","Met (+)","wt"
"1403",300,"D11",0.41939513,"wild-type (supplemented)","2","Met (+)","wt"
"1404",300,"D12",0.67439513,"wild-type (supplemented)","3","Met (+)","wt"
"1405",300,"E1",0.46839513,"overproducer ∆metJ","1","Met (-)","mutant"
"1406",300,"E2",0.42739513,"overproducer ∆metJ","2","Met (-)","mutant"
"1407",300,"E3",0.48739513,"overproducer ∆metJ","3","Met (-)","mutant"
"1408",300,"E4",0.47339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1409",300,"E5",0.43039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1410",300,"E6",0.46139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1411",300,"E7",0.69739513,"auxotroph ∆metB","1","Met (+)","mutant"
"1412",300,"E8",0.49939513,"auxotroph ∆metB","2","Met (+)","mutant"
"1413",300,"E9",0.63839513,"auxotroph ∆metB","3","Met (+)","mutant"
"1414",300,"E10",0.45039513,"wild-type (supplemented)","1","Met (+)","wt"
"1415",300,"E11",0.42239513,"wild-type (supplemented)","2","Met (+)","wt"
"1416",300,"E12",0.54439513,"wild-type (supplemented)","3","Met (+)","wt"
"1417",300,"F1",0.49139513,"overproducer ∆metJ","1","Met (-)","mutant"
"1418",300,"F2",0.42939513,"overproducer ∆metJ","2","Met (-)","mutant"
"1419",300,"F3",0.43839513,"overproducer ∆metJ","3","Met (-)","mutant"
"1420",300,"F4",0.46239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1421",300,"F5",0.29739513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1422",300,"F6",0.43039513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1423",300,"F7",0.70639513,"auxotroph ∆metB","1","Met (+)","mutant"
"1424",300,"F8",0.41339513,"auxotroph ∆metB","2","Met (+)","mutant"
"1425",300,"F9",0.65539513,"auxotroph ∆metB","3","Met (+)","mutant"
"1426",300,"F10",0.48039513,"wild-type (supplemented)","1","Met (+)","wt"
"1427",300,"F11",0.42839513,"wild-type (supplemented)","2","Met (+)","wt"
"1428",300,"F12",0.64839513,"wild-type (supplemented)","3","Met (+)","wt"
"1429",300,"G1",0.59739513,"overproducer ∆metJ","1","Met (-)","mutant"
"1430",300,"G2",0.44339513,"overproducer ∆metJ","2","Met (-)","mutant"
"1431",300,"G3",0.47539513,"overproducer ∆metJ","3","Met (-)","mutant"
"1432",300,"G4",0.42239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1433",300,"G5",0.34039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1434",300,"G6",0.42239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1435",300,"G7",0.67839513,"auxotroph ∆metB","1","Met (+)","mutant"
"1436",300,"G8",0.45939513,"auxotroph ∆metB","2","Met (+)","mutant"
"1437",300,"G9",0.67039513,"auxotroph ∆metB","3","Met (+)","mutant"
"1438",300,"G10",0.45639513,"wild-type (supplemented)","1","Met (+)","wt"
"1439",300,"G11",0.47239513,"wild-type (supplemented)","2","Met (+)","wt"
"1440",300,"G12",0.61639513,"wild-type (supplemented)","3","Met (+)","wt"
"1441",315,"B1",0.59239513,"overproducer ∆metJ","1","Met (-)","mutant"
"1442",315,"B2",0.44439513,"overproducer ∆metJ","2","Met (-)","mutant"
"1443",315,"B3",0.49239513,"overproducer ∆metJ","3","Met (-)","mutant"
"1444",315,"B4",0.57139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1445",315,"B5",0.52039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1446",315,"B6",0.56639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1447",315,"B7",0.72539513,"auxotroph ∆metB","1","Met (+)","mutant"
"1448",315,"B8",0.63439513,"auxotroph ∆metB","2","Met (+)","mutant"
"1449",315,"B9",0.73739513,"auxotroph ∆metB","3","Met (+)","mutant"
"1450",315,"B10",0.62739513,"wild-type (supplemented)","1","Met (+)","wt"
"1451",315,"B11",0.49639513,"wild-type (supplemented)","2","Met (+)","wt"
"1452",315,"B12",0.67339513,"wild-type (supplemented)","3","Met (+)","wt"
"1453",315,"C1",0.53439513,"overproducer ∆metJ","1","Met (-)","mutant"
"1454",315,"C2",0.47339513,"overproducer ∆metJ","2","Met (-)","mutant"
"1455",315,"C3",0.47939513,"overproducer ∆metJ","3","Met (-)","mutant"
"1456",315,"C4",0.55239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1457",315,"C5",0.42439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1458",315,"C6",0.61239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1459",315,"C7",0.73039513,"auxotroph ∆metB","1","Met (+)","mutant"
"1460",315,"C8",0.58939513,"auxotroph ∆metB","2","Met (+)","mutant"
"1461",315,"C9",0.72839513,"auxotroph ∆metB","3","Met (+)","mutant"
"1462",315,"C10",0.60439513,"wild-type (supplemented)","1","Met (+)","wt"
"1463",315,"C11",0.45239513,"wild-type (supplemented)","2","Met (+)","wt"
"1464",315,"C12",0.66839513,"wild-type (supplemented)","3","Met (+)","wt"
"1465",315,"D1",0.45139513,"overproducer ∆metJ","1","Met (-)","mutant"
"1466",315,"D2",0.50739513,"overproducer ∆metJ","2","Met (-)","mutant"
"1467",315,"D3",0.44639513,"overproducer ∆metJ","3","Met (-)","mutant"
"1468",315,"D4",0.50139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1469",315,"D5",0.39739513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1470",315,"D6",0.51839513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1471",315,"D7",0.72739513,"auxotroph ∆metB","1","Met (+)","mutant"
"1472",315,"D8",0.49139513,"auxotroph ∆metB","2","Met (+)","mutant"
"1473",315,"D9",0.70439513,"auxotroph ∆metB","3","Met (+)","mutant"
"1474",315,"D10",0.54639513,"wild-type (supplemented)","1","Met (+)","wt"
"1475",315,"D11",0.47739513,"wild-type (supplemented)","2","Met (+)","wt"
"1476",315,"D12",0.68139513,"wild-type (supplemented)","3","Met (+)","wt"
"1477",315,"E1",0.47139513,"overproducer ∆metJ","1","Met (-)","mutant"
"1478",315,"E2",0.44039513,"overproducer ∆metJ","2","Met (-)","mutant"
"1479",315,"E3",0.50039513,"overproducer ∆metJ","3","Met (-)","mutant"
"1480",315,"E4",0.48439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1481",315,"E5",0.42639513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1482",315,"E6",0.46639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1483",315,"E7",0.69639513,"auxotroph ∆metB","1","Met (+)","mutant"
"1484",315,"E8",0.49539513,"auxotroph ∆metB","2","Met (+)","mutant"
"1485",315,"E9",0.65739513,"auxotroph ∆metB","3","Met (+)","mutant"
"1486",315,"E10",0.47039513,"wild-type (supplemented)","1","Met (+)","wt"
"1487",315,"E11",0.46039513,"wild-type (supplemented)","2","Met (+)","wt"
"1488",315,"E12",0.53939513,"wild-type (supplemented)","3","Met (+)","wt"
"1489",315,"F1",0.49039513,"overproducer ∆metJ","1","Met (-)","mutant"
"1490",315,"F2",0.43739513,"overproducer ∆metJ","2","Met (-)","mutant"
"1491",315,"F3",0.44439513,"overproducer ∆metJ","3","Met (-)","mutant"
"1492",315,"F4",0.47139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1493",315,"F5",0.31939513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1494",315,"F6",0.45939513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1495",315,"F7",0.70639513,"auxotroph ∆metB","1","Met (+)","mutant"
"1496",315,"F8",0.40939513,"auxotroph ∆metB","2","Met (+)","mutant"
"1497",315,"F9",0.68739513,"auxotroph ∆metB","3","Met (+)","mutant"
"1498",315,"F10",0.50439513,"wild-type (supplemented)","1","Met (+)","wt"
"1499",315,"F11",0.44639513,"wild-type (supplemented)","2","Met (+)","wt"
"1500",315,"F12",0.64439513,"wild-type (supplemented)","3","Met (+)","wt"
"1501",315,"G1",0.58239513,"overproducer ∆metJ","1","Met (-)","mutant"
"1502",315,"G2",0.46639513,"overproducer ∆metJ","2","Met (-)","mutant"
"1503",315,"G3",0.48239513,"overproducer ∆metJ","3","Met (-)","mutant"
"1504",315,"G4",0.42739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1505",315,"G5",0.34439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1506",315,"G6",0.42339513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1507",315,"G7",0.69039513,"auxotroph ∆metB","1","Met (+)","mutant"
"1508",315,"G8",0.45339513,"auxotroph ∆metB","2","Met (+)","mutant"
"1509",315,"G9",0.69239513,"auxotroph ∆metB","3","Met (+)","mutant"
"1510",315,"G10",0.46339513,"wild-type (supplemented)","1","Met (+)","wt"
"1511",315,"G11",0.48439513,"wild-type (supplemented)","2","Met (+)","wt"
"1512",315,"G12",0.62239513,"wild-type (supplemented)","3","Met (+)","wt"
"1513",330,"B1",0.61539513,"overproducer ∆metJ","1","Met (-)","mutant"
"1514",330,"B2",0.44339513,"overproducer ∆metJ","2","Met (-)","mutant"
"1515",330,"B3",0.49539513,"overproducer ∆metJ","3","Met (-)","mutant"
"1516",330,"B4",0.57439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1517",330,"B5",0.51839513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1518",330,"B6",0.56639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1519",330,"B7",0.73439513,"auxotroph ∆metB","1","Met (+)","mutant"
"1520",330,"B8",0.64339513,"auxotroph ∆metB","2","Met (+)","mutant"
"1521",330,"B9",0.76239513,"auxotroph ∆metB","3","Met (+)","mutant"
"1522",330,"B10",0.62939513,"wild-type (supplemented)","1","Met (+)","wt"
"1523",330,"B11",0.50739513,"wild-type (supplemented)","2","Met (+)","wt"
"1524",330,"B12",0.70539513,"wild-type (supplemented)","3","Met (+)","wt"
"1525",330,"C1",0.52339513,"overproducer ∆metJ","1","Met (-)","mutant"
"1526",330,"C2",0.47139513,"overproducer ∆metJ","2","Met (-)","mutant"
"1527",330,"C3",0.48839513,"overproducer ∆metJ","3","Met (-)","mutant"
"1528",330,"C4",0.56439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1529",330,"C5",0.43139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1530",330,"C6",0.62639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1531",330,"C7",0.73739513,"auxotroph ∆metB","1","Met (+)","mutant"
"1532",330,"C8",0.60839513,"auxotroph ∆metB","2","Met (+)","mutant"
"1533",330,"C9",0.74139513,"auxotroph ∆metB","3","Met (+)","mutant"
"1534",330,"C10",0.60539513,"wild-type (supplemented)","1","Met (+)","wt"
"1535",330,"C11",0.45339513,"wild-type (supplemented)","2","Met (+)","wt"
"1536",330,"C12",0.71639513,"wild-type (supplemented)","3","Met (+)","wt"
"1537",330,"D1",0.44839513,"overproducer ∆metJ","1","Met (-)","mutant"
"1538",330,"D2",0.50539513,"overproducer ∆metJ","2","Met (-)","mutant"
"1539",330,"D3",0.45339513,"overproducer ∆metJ","3","Met (-)","mutant"
"1540",330,"D4",0.50839513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1541",330,"D5",0.40439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1542",330,"D6",0.53439513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1543",330,"D7",0.73239513,"auxotroph ∆metB","1","Met (+)","mutant"
"1544",330,"D8",0.49739513,"auxotroph ∆metB","2","Met (+)","mutant"
"1545",330,"D9",0.73039513,"auxotroph ∆metB","3","Met (+)","mutant"
"1546",330,"D10",0.55639513,"wild-type (supplemented)","1","Met (+)","wt"
"1547",330,"D11",0.48839513,"wild-type (supplemented)","2","Met (+)","wt"
"1548",330,"D12",0.69039513,"wild-type (supplemented)","3","Met (+)","wt"
"1549",330,"E1",0.46939513,"overproducer ∆metJ","1","Met (-)","mutant"
"1550",330,"E2",0.43639513,"overproducer ∆metJ","2","Met (-)","mutant"
"1551",330,"E3",0.50439513,"overproducer ∆metJ","3","Met (-)","mutant"
"1552",330,"E4",0.49139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1553",330,"E5",0.42839513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1554",330,"E6",0.46839513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1555",330,"E7",0.70339513,"auxotroph ∆metB","1","Met (+)","mutant"
"1556",330,"E8",0.50539513,"auxotroph ∆metB","2","Met (+)","mutant"
"1557",330,"E9",0.69539513,"auxotroph ∆metB","3","Met (+)","mutant"
"1558",330,"E10",0.47639513,"wild-type (supplemented)","1","Met (+)","wt"
"1559",330,"E11",0.46739513,"wild-type (supplemented)","2","Met (+)","wt"
"1560",330,"E12",0.62339513,"wild-type (supplemented)","3","Met (+)","wt"
"1561",330,"F1",0.48639513,"overproducer ∆metJ","1","Met (-)","mutant"
"1562",330,"F2",0.43639513,"overproducer ∆metJ","2","Met (-)","mutant"
"1563",330,"F3",0.45939513,"overproducer ∆metJ","3","Met (-)","mutant"
"1564",330,"F4",0.47639513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1565",330,"F5",0.31739513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1566",330,"F6",0.45639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1567",330,"F7",0.71239513,"auxotroph ∆metB","1","Met (+)","mutant"
"1568",330,"F8",0.42739513,"auxotroph ∆metB","2","Met (+)","mutant"
"1569",330,"F9",0.71039513,"auxotroph ∆metB","3","Met (+)","mutant"
"1570",330,"F10",0.51639513,"wild-type (supplemented)","1","Met (+)","wt"
"1571",330,"F11",0.46439513,"wild-type (supplemented)","2","Met (+)","wt"
"1572",330,"F12",0.69239513,"wild-type (supplemented)","3","Met (+)","wt"
"1573",330,"G1",0.58139513,"overproducer ∆metJ","1","Met (-)","mutant"
"1574",330,"G2",0.45839513,"overproducer ∆metJ","2","Met (-)","mutant"
"1575",330,"G3",0.48539513,"overproducer ∆metJ","3","Met (-)","mutant"
"1576",330,"G4",0.42439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1577",330,"G5",0.35639513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1578",330,"G6",0.42639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1579",330,"G7",0.71339513,"auxotroph ∆metB","1","Met (+)","mutant"
"1580",330,"G8",0.46739513,"auxotroph ∆metB","2","Met (+)","mutant"
"1581",330,"G9",0.71539513,"auxotroph ∆metB","3","Met (+)","mutant"
"1582",330,"G10",0.46639513,"wild-type (supplemented)","1","Met (+)","wt"
"1583",330,"G11",0.53339513,"wild-type (supplemented)","2","Met (+)","wt"
"1584",330,"G12",0.67139513,"wild-type (supplemented)","3","Met (+)","wt"
"1585",345,"B1",0.61439513,"overproducer ∆metJ","1","Met (-)","mutant"
"1586",345,"B2",0.44639513,"overproducer ∆metJ","2","Met (-)","mutant"
"1587",345,"B3",0.50939513,"overproducer ∆metJ","3","Met (-)","mutant"
"1588",345,"B4",0.57339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1589",345,"B5",0.53839513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1590",345,"B6",0.57739513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1591",345,"B7",0.74539513,"auxotroph ∆metB","1","Met (+)","mutant"
"1592",345,"B8",0.65839513,"auxotroph ∆metB","2","Met (+)","mutant"
"1593",345,"B9",0.77239513,"auxotroph ∆metB","3","Met (+)","mutant"
"1594",345,"B10",0.64839513,"wild-type (supplemented)","1","Met (+)","wt"
"1595",345,"B11",0.56339513,"wild-type (supplemented)","2","Met (+)","wt"
"1596",345,"B12",0.72039513,"wild-type (supplemented)","3","Met (+)","wt"
"1597",345,"C1",0.50939513,"overproducer ∆metJ","1","Met (-)","mutant"
"1598",345,"C2",0.47039513,"overproducer ∆metJ","2","Met (-)","mutant"
"1599",345,"C3",0.49539513,"overproducer ∆metJ","3","Met (-)","mutant"
"1600",345,"C4",0.57339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1601",345,"C5",0.45339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1602",345,"C6",0.65339513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1603",345,"C7",0.74939513,"auxotroph ∆metB","1","Met (+)","mutant"
"1604",345,"C8",0.62439513,"auxotroph ∆metB","2","Met (+)","mutant"
"1605",345,"C9",0.75539513,"auxotroph ∆metB","3","Met (+)","mutant"
"1606",345,"C10",0.62039513,"wild-type (supplemented)","1","Met (+)","wt"
"1607",345,"C11",0.47739513,"wild-type (supplemented)","2","Met (+)","wt"
"1608",345,"C12",0.72139513,"wild-type (supplemented)","3","Met (+)","wt"
"1609",345,"D1",0.44639513,"overproducer ∆metJ","1","Met (-)","mutant"
"1610",345,"D2",0.50739513,"overproducer ∆metJ","2","Met (-)","mutant"
"1611",345,"D3",0.46439513,"overproducer ∆metJ","3","Met (-)","mutant"
"1612",345,"D4",0.51739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1613",345,"D5",0.41139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1614",345,"D6",0.54739513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1615",345,"D7",0.75039513,"auxotroph ∆metB","1","Met (+)","mutant"
"1616",345,"D8",0.50039513,"auxotroph ∆metB","2","Met (+)","mutant"
"1617",345,"D9",0.74839513,"auxotroph ∆metB","3","Met (+)","mutant"
"1618",345,"D10",0.55339513,"wild-type (supplemented)","1","Met (+)","wt"
"1619",345,"D11",0.53839513,"wild-type (supplemented)","2","Met (+)","wt"
"1620",345,"D12",0.69539513,"wild-type (supplemented)","3","Met (+)","wt"
"1621",345,"E1",0.46939513,"overproducer ∆metJ","1","Met (-)","mutant"
"1622",345,"E2",0.43539513,"overproducer ∆metJ","2","Met (-)","mutant"
"1623",345,"E3",0.51639513,"overproducer ∆metJ","3","Met (-)","mutant"
"1624",345,"E4",0.50139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"1625",345,"E5",0.44039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"1626",345,"E6",0.48139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"1627",345,"E7",0.71939513,"auxotroph ∆metB","1","Met (+)","mutant"
"1628",345,"E8",0.51239513,"auxotroph ∆metB","2","Met (+)","mutant"
"1629",345,"E9",0.72339513,"auxotroph ∆metB","3","Met (+)","mutant"
"1630",345,"E10",0.49339513,"wild-type (supplemented)","1","Met (+)","wt"
